
{'date': 'Junior September Early', 'grade': 'Pre-OP', 'name': 'Aster Sho', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior November Early', 'grade': 'G2', 'name': 'Copa Republica Argentina', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 2500, 'race-type': 'Long', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior December Early', 'grade': 'G2', 'name': 'Stayers Stakes', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 3600, 'race-type': 'Long', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior December Late', 'grade': 'G2', 'name': 'Hanshin Cup', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Turf', 'distance': 1400, 'race-type': 'Short', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Junior December Early', 'grade': 'G1', 'name': 'Asahi Hai Futurity Stakes', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Junior December Early', 'grade': 'G1', 'name': 'Hanshin Juvenile Fillies', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Junior December Late', 'grade': 'G1', 'name': 'Hopeful Stakes', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Classic April Early', 'grade': 'G1', 'name': 'Oka Sho', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Classic April Early', 'grade': 'G1', 'name': 'Satsuki Sho', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Classic May Early', 'grade': 'G1', 'name': 'NHK Mile Cup', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Classic May Late', 'grade': 'G1', 'name': 'Japanese Oaks', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 2400, 'race-type': 'Medium', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Classic May Late', 'grade': 'G1', 'name': 'Tokyo Yushun (Japanese Derby)', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 2400, 'race-type': 'Medium', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Classic June Early', 'grade': 'G1', 'name': 'Yasuda Kinen', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Classic June Late', 'grade': 'G1', 'name': 'Takarazuka Kinen', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Turf', 'distance': 2200, 'race-type': 'Medium', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Classic July Early', 'grade': 'G1', 'name': 'Japan Dirt Derby', 'racetrack': 'Ooi', 'direction': 'right', 'terrain': 'Dirt', 'distance': 2000, 'race-type': 'Medium', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Classic September Late', 'grade': 'G1', 'name': 'Sprinters Stakes', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 1200, 'race-type': 'Short', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic October Late', 'grade': 'G1', 'name': 'Kikuka Sho', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Turf', 'distance': 3000, 'race-type': 'Long', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic October Late', 'grade': 'G1', 'name': 'Shuka Sho', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic October Late', 'grade': 'G1', 'name': 'Tenno Sho (Autumn)', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic November Early', 'grade': 'G1', 'name': 'JBC Classic', 'racetrack': '?', 'direction': '?', 'terrain': 'Dirt', 'distance': '?', 'race-type': '?', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic November Early', 'grade': 'G1', 'name': 'JBC Ladies’ Classic', 'racetrack': '?', 'direction': '?', 'terrain': 'Dirt', 'distance': '?', 'race-type': 'Mile', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic November Early', 'grade': 'G1', 'name': 'JBC Sprint', 'racetrack': '?', 'direction': '?', 'terrain': 'Dirt', 'distance': '?', 'race-type': 'Short', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic November Early', 'grade': 'G1', 'name': 'Queen Elizabeth II Cup', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Turf', 'distance': 2200, 'race-type': 'Medium', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic November Late', 'grade': 'G1', 'name': 'Japan Cup', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 2400, 'race-type': 'Medium', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic November Late', 'grade': 'G1', 'name': 'Mile Championship', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic December Early', 'grade': 'G1', 'name': 'Champions Cup', 'racetrack': 'Chukyo', 'direction': 'left', 'terrain': 'Dirt', 'distance': 1800, 'race-type': 'Mile', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Classic December Late', 'grade': 'G1', 'name': 'Arima Kinen', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 2500, 'race-type': 'Long', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Classic December Late', 'grade': 'G1', 'name': 'Tokyo Daishoten', 'racetrack': 'Ooi', 'direction': 'right', 'terrain': 'Dirt', 'distance': 2000, 'race-type': 'Medium', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior February Late', 'grade': 'G1', 'name': 'February Stakes', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Dirt', 'distance': 1600, 'race-type': 'Mile', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior March Late', 'grade': 'G1', 'name': 'Osaka Hai', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior March Late', 'grade': 'G1', 'name': 'Takamatsunomiya Kinen', 'racetrack': 'Chukyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 1200, 'race-type': 'Short', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior April Late', 'grade': 'G1', 'name': 'Tenno Sho (Spring)', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Turf', 'distance': 3200, 'race-type': 'Long', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior May Early', 'grade': 'G1', 'name': 'Victoria Mile', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior June Early', 'grade': 'G1', 'name': 'Yasuda Kinen', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior June Late', 'grade': 'G1', 'name': 'Takarazuka Kinen', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Turf', 'distance': 2200, 'race-type': 'Medium', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior June Late', 'grade': 'G1', 'name': 'Teio Sho', 'racetrack': 'Ooi', 'direction': 'right', 'terrain': 'Dirt', 'distance': 2000, 'race-type': 'Medium', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior September Late', 'grade': 'G1', 'name': 'Sprinters Stakes', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 1200, 'race-type': 'Short', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior October Late', 'grade': 'G1', 'name': 'Tenno Sho (Autumn)', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior November Early', 'grade': 'G1', 'name': 'JBC Classic', 'racetrack': '?', 'direction': '?', 'terrain': 'Dirt', 'distance': '?', 'race-type': '?', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior November Early', 'grade': 'G1', 'name': 'JBC Ladies’ Classic', 'racetrack': '?', 'direction': '?', 'terrain': 'Dirt', 'distance': '?', 'race-type': 'Mile', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior November Early', 'grade': 'G1', 'name': 'JBC Sprint', 'racetrack': '?', 'direction': '?', 'terrain': 'Dirt', 'distance': '?', 'race-type': 'Short', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior November Early', 'grade': 'G1', 'name': 'Queen Elizabeth II Cup', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Turf', 'distance': 2200, 'race-type': 'Medium', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior November Late', 'grade': 'G1', 'name': 'Japan Cup', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 2400, 'race-type': 'Medium', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior November Late', 'grade': 'G1', 'name': 'Mile Championship', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior December Early', 'grade': 'G1', 'name': 'Champions Cup', 'racetrack': 'Chukyo', 'direction': 'left', 'terrain': 'Dirt', 'distance': 1800, 'race-type': 'Mile', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior December Late', 'grade': 'G1', 'name': 'Arima Kinen', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 2500, 'race-type': 'Long', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior December Late', 'grade': 'G1', 'name': 'Tokyo Daishoten', 'racetrack': 'Ooi', 'direction': 'right', 'terrain': 'Dirt', 'distance': 2000, 'race-type': 'Medium', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
